time,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,rain_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration,elevation,city,rain_condition,uv_index,kualitas_udara,kelembapan,tekanan_udara
2025-02-16,32.846566,26.471927,33.239247,22.846517,2.376882,14.391671,11.834444,171.189574,6.501569,150,Surabaya,Tidak Hujan,7.886001,Baik,77.531776,1010.510006
2025-02-17,34.020214,25.021021,32.969195,22.091150,2.376882,14.730303,13.601018,235.158332,6.711802,10,Surabaya,Tidak Hujan,8.601550,Baik,77.301546,1008.196944
2025-02-18,34.030545,26.541315,34.789182,23.854128,0.000000,18.069450,11.517608,192.518659,6.586616,200,Surabaya,Tidak Hujan,7.525501,Sedang,81.168752,1009.670603
2025-02-19,33.003947,25.867512,33.056086,22.185202,0.000000,13.238493,12.593816,223.771978,6.862590,25,Surabaya,Tidak Hujan,8.204561,Baik,73.167380,1008.835921
2025-02-20,32.493060,25.435745,31.777002,23.238918,0.000000,13.791550,12.000494,151.782806,6.012543,150,Surabaya,Tidak Hujan,7.702737,Baik,77.940428,1009.610663
2025-02-21,34.015264,26.790938,31.026402,22.695379,1.171801,14.654763,11.547565,112.584674,5.498807,150,Surabaya,Tidak Hujan,7.761001,Baik,76.516086,1009.670603
2025-02-22,31.791555,25.968602,30.852331,23.361868,2.784013,13.791550,12.023253,228.463126,5.324393,200,Surabaya,Tidak Hujan,8.375533,Baik,77.011681,1008.411130
2025-02-23,33.208151,26.541315,31.777002,22.618671,2.833320,18.069450,12.000494,195.968846,6.331291,200,Surabaya,Tidak Hujan,9.155416,Baik,75.313063,1010.457813
2025-02-24,31.391585,26.471927,33.056086,22.380907,0.000000,18.069450,11.547565,108.995166,6.680650,25,Surabaya,Tidak Hujan,8.236940,Baik,75.313063,1010.457813
2025-02-25,33.242967,25.435745,30.938883,22.091150,0.000000,14.619047,14.079251,192.518659,6.075480,150,Surabaya,Tidak Hujan,8.204561,Baik,77.531776,1010.510006
2025-02-26,32.316886,24.717145,31.428588,23.366606,0.000000,20.091763,10.604618,171.189574,5.432857,150,Surabaya,Tidak Hujan,7.747978,Baik,84.053896,1010.514660
2025-02-27,33.220197,24.181822,34.502016,22.753890,0.000000,16.536971,11.554030,229.818817,4.869829,150,Surabaya,Tidak Hujan,8.514434,Baik,79.544719,1012.316886
2025-02-28,30.345686,26.069502,32.871032,22.115809,0.000000,16.890691,12.759902,234.331201,6.862590,10,Surabaya,Tidak Hujan,8.601550,Baik,76.541460,1008.196944
2025-03-01,32.189569,25.263595,33.064515,22.658602,0.000000,14.730303,13.601018,229.620021,5.034336,10,Surabaya,Tidak Hujan,7.568461,Baik,76.529329,1009.610663
2025-03-02,30.360341,25.962058,34.622543,23.238918,0.000000,11.231267,10.963212,185.008402,6.501569,150,Surabaya,Tidak Hujan,8.026410,Sedang,73.167380,1009.309489
2025-03-03,31.764516,25.642953,33.568285,22.695379,0.207908,15.753556,12.871788,247.288234,6.721473,50,Surabaya,Tidak Hujan,7.702737,Baik,76.812224,1011.666986
2025-03-04,30.407981,23.518600,34.195000,23.702758,4.195610,11.196020,11.096338,242.067332,6.230732,150,Surabaya,Tidak Hujan,8.270634,Baik,79.529944,1011.688825
2025-03-05,32.748369,25.932785,35.035443,21.831557,0.000000,18.066060,11.637505,257.420619,5.727931,25,Surabaya,Tidak Hujan,7.761001,Baik,77.301546,1008.625345
2025-03-06,30.706173,25.105156,31.439818,22.399676,3.585573,15.542848,11.458925,235.158332,6.760191,150,Surabaya,Tidak Hujan,7.382025,Baik,73.344498,1009.689620
2025-03-07,32.551600,23.468200,34.789182,23.364239,1.261899,13.623192,11.583361,234.331201,6.586616,150,Surabaya,Tidak Hujan,8.441999,Baik,74.795744,1008.790924
2025-03-08,30.088195,23.570912,32.969195,22.695846,12.012543,15.753232,12.756284,242.458021,6.960000,10,Surabaya,Tidak Hujan,8.192534,Baik,75.050517,1011.498877
2025-03-09,32.846566,25.210512,35.163459,23.854128,2.376882,16.516599,10.669818,228.618659,6.711802,150,Surabaya,Tidak Hujan,7.575094,Baik,74.607425,1009.697472
2025-03-10,34.020214,25.590059,33.003923,22.185202,2.376882,13.336449,14.618671,223.771978,6.862590,50,Surabaya,Tidak Hujan,7.854839,Baik,77.420803,1010.551694
2025-03-11,34.030545,25.045053,32.618454,23.351230,0.000000,10.457802,12.222305,200.730245,6.012543,150,Surabaya,Tidak Hujan,8.236940,Sedang,76.840742,1008.411130
2025-03-12,33.003947,26.471927,33.239247,22.846517,0.000000,14.391671,11.834444,171.189574,6.501569,150,Surabaya,Tidak Hujan,7.886001,Baik,77.531776,1010.510006
2025-03-13,32.493060,25.021021,32.969195,22.091150,0.000000,14.730303,13.601018,235.158332,6.711802,10,Surabaya,Tidak Hujan,8.601550,Baik,77.301546,1008.196944
2025-03-14,34.015264,26.541315,34.789182,23.854128,1.171801,18.069450,11.517608,192.518659,6.586616,200,Surabaya,Tidak Hujan,7.525501,Sedang,81.168752,1009.670603
2025-03-15,31.791555,25.867512,33.056086,22.185202,2.784013,13.238493,12.593816,223.771978,6.862590,25,Surabaya,Tidak Hujan,8.204561,Baik,73.167380,1008.835921
2025-03-16,33.208151,25.435745,31.777002,23.238918,2.833320,13.791550,12.000494,151.782806,6.012543,150,Surabaya,Tidak Hujan,7.702737,Baik,77.940428,1009.610663
2025-03-17,31.391585,26.790938,31.026402,22.695379,0.000000,14.654763,11.547565,112.584674,5.498807,150,Surabaya,Tidak Hujan,7.761001,Baik,76.516086,1009.670603
2025-03-18,33.242967,25.968602,30.852331,23.361868,0.000000,13.791550,12.023253,228.463126,5.324393,200,Surabaya,Tidak Hujan,8.375533,Baik,77.011681,1008.411130
2025-03-19,32.316886,26.541315,31.777002,22.618671,0.000000,18.069450,12.000494,195.968846,6.331291,200,Surabaya,Tidak Hujan,9.155416,Baik,75.313063,1010.457813
2025-03-20,33.220197,26.471927,33.056086,22.380907,0.000000,18.069450,11.547565,108.995166,6.680650,25,Surabaya,Tidak Hujan,8.236940,Baik,75.313063,1010.457813
2025-03-21,30.345686,25.435745,30.938883,22.091150,0.000000,14.619047,14.079251,192.518659,6.075480,150,Surabaya,Tidak Hujan,8.204561,Baik,77.531776,1010.510006
2025-03-22,32.189569,24.717145,31.428588,23.366606,0.000000,20.091763,10.604618,171.189574,5.432857,150,Surabaya,Tidak Hujan,7.747978,Baik,84.053896,1010.514660
2025-03-23,30.360341,24.181822,34.502016,22.753890,0.000000,16.536971,11.554030,229.818817,4.869829,150,Surabaya,Tidak Hujan,8.514434,Baik,79.544719,1012.316886
2025-03-24,31.764516,26.069502,32.871032,22.115809,0.207908,16.890691,12.759902,234.331201,6.862590,10,Surabaya,Tidak Hujan,8.601550,Baik,76.541460,1008.196944
2025-03-25,30.407981,25.263595,33.064515,22.658602,4.195610,14.730303,13.601018,229.620021,5.034336,10,Surabaya,Tidak Hujan,7.568461,Baik,76.529329,1009.610663
2025-03-26,32.748369,25.962058,34.622543,23.238918,0.000000,11.231267,10.963212,185.008402,6.501569,150,Surabaya,Tidak Hujan,8.026410,Sedang,73.167380,1009.309489
2025-03-27,30.224941,26.093269,30.073226,22.457884,0.000000,20.891653,17.746530,102.424023,5.691721,150,Surabaya,Tidak Hujan,7.461038,Sedang,87.206363,1008.540576
2025-03-28,30.106498,26.900000,30.840725,21.971761,6.322098,7.276532,12.669695,101.017781,4.611148,10,Surabaya,Tidak Hujan,10.000000,Tidak Sehat,80.118190,1007.034184
2025-03-29,32.919440,25.555685,35.058100,21.827182,7.961096,18.235197,11.826533,129.806146,6.960000,10,Surabaya,Tidak Hujan,7.516275,Sedang,86.948948,1011.399755
2025-03-30,30.891266,23.245303,29.196459,22.055012,7.939793,14.190140,12.167305,88.822339,3.060000,200,Surabaya,Tidak Hujan,6.461124,Tidak Sehat,81.969354,1007.147546
2025-03-31,33.157554,24.367833,34.768001,23.369641,18.969254,18.071011,8.218723,240.251431,5.468103,50,Surabaya,Tidak Hujan,6.562827,Tidak Sehat,73.703151,1010.478323
